userId,group,itemNo,responseNo,checked
02d2024679c34f70b059efc5a43b0b73,1,0,1,0
02d2024679c34f70b059efc5a43b0b73,1,0,2,1
02d2024679c34f70b059efc5a43b0b73,1,0,3,1
02d2024679c34f70b059efc5a43b0b73,1,0,4,1
02d2024679c34f70b059efc5a43b0b73,1,0,5,1
02d2024679c34f70b059efc5a43b0b73,1,0,6,0
02d2024679c34f70b059efc5a43b0b73,1,1,1,1
02d2024679c34f70b059efc5a43b0b73,1,1,2,0
02d2024679c34f70b059efc5a43b0b73,1,1,3,0
02d2024679c34f70b059efc5a43b0b73,1,1,4,0
02d2024679c34f70b059efc5a43b0b73,1,1,5,0
02d2024679c34f70b059efc5a43b0b73,1,1,6,0
02d2024679c34f70b059efc5a43b0b73,1,2,1,0
02d2024679c34f70b059efc5a43b0b73,1,2,2,0
02d2024679c34f70b059efc5a43b0b73,1,2,3,0
02d2024679c34f70b059efc5a43b0b73,1,2,4,0
02d2024679c34f70b059efc5a43b0b73,1,2,5,1
02d2024679c34f70b059efc5a43b0b73,1,2,6,0
02d2024679c34f70b059efc5a43b0b73,1,3,1,0
02d2024679c34f70b059efc5a43b0b73,1,3,2,1
02d2024679c34f70b059efc5a43b0b73,1,3,3,0
02d2024679c34f70b059efc5a43b0b73,1,3,4,0
02d2024679c34f70b059efc5a43b0b73,1,3,5,0
02d2024679c34f70b059efc5a43b0b73,1,3,6,0
02d2024679c34f70b059efc5a43b0b73,1,4,1,0
02d2024679c34f70b059efc5a43b0b73,1,4,2,0
02d2024679c34f70b059efc5a43b0b73,1,4,3,0
02d2024679c34f70b059efc5a43b0b73,1,4,4,0
02d2024679c34f70b059efc5a43b0b73,1,4,5,1
02d2024679c34f70b059efc5a43b0b73,1,4,6,0
b130f76ad4324a4ab9902a9b1066b972,1,1,1,0
b130f76ad4324a4ab9902a9b1066b972,1,1,2,1
b130f76ad4324a4ab9902a9b1066b972,1,1,3,1
b130f76ad4324a4ab9902a9b1066b972,1,1,4,0
b130f76ad4324a4ab9902a9b1066b972,1,1,5,1
b130f76ad4324a4ab9902a9b1066b972,1,1,6,0
b130f76ad4324a4ab9902a9b1066b972,1,0,1,1
b130f76ad4324a4ab9902a9b1066b972,1,0,2,0
b130f76ad4324a4ab9902a9b1066b972,1,0,3,0
b130f76ad4324a4ab9902a9b1066b972,1,0,4,0
b130f76ad4324a4ab9902a9b1066b972,1,0,5,0
b130f76ad4324a4ab9902a9b1066b972,1,0,6,0
02d2024679c34f70b059efc5a43b0b73,1,6,1,0
02d2024679c34f70b059efc5a43b0b73,1,6,2,0
